0.000000,0.000000,92.000000,0.000000,0.000000,0.000000
0.000000,0.000000,92.000000,0.000000,0.000000,0.000000
0.000000,0.000000,92.000000,0.000000,0.000000,0.000000
0.000000,0.000000,92.000000,0.000000,0.000000,0.000000
0.000000,0.000000,92.000000,0.000000,0.000000,0.000000
0.000000,0.000000,92.000000,0.000000,0.000000,0.000000
0.000000,0.000000,92.000000,0.000000,0.000000,0.000000
-0.000000,0.000000,92.000000,0.000000,0.000000,4.170000
-11.000000,32.000000,92.000000,0.000000,0.000000,104.210000
-32.000000,119.000000,92.000000,0.000000,0.000000,96.130000
-42.000000,218.000000,92.000000,0.000000,0.000000,88.420000
-28.000000,316.000000,92.000000,0.000000,0.000000,54.650000
28.000000,398.000000,92.000000,0.000000,0.000000,39.080000
108.000000,457.000000,92.000000,0.000000,0.000000,24.900000
198.000000,502.000000,92.000000,0.000000,0.000000,24.900000
290.000000,540.000000,92.000000,0.000000,0.000000,13.870000
387.000000,563.000000,92.000000,0.000000,0.000000,-0.300000
486.000000,555.000000,92.000000,0.000000,0.000000,-22.350000
581.000000,521.000000,149.000000,0.000000,0.000000,-23.750000
674.000000,485.000000,223.000000,0.000000,0.000000,-35.300000
765.000000,443.000000,229.000000,0.000000,0.000000,-62.950000
850.000000,392.000000,166.000000,0.000000,0.000000,-62.950000
926.000000,327.000000,92.000000,0.000000,0.000000,-80.800000
943.000000,230.000000,114.000000,0.000000,0.000000,-100.230000
940.000000,130.000000,208.000000,0.000000,0.000000,-101.800000
932.000000,31.000000,234.000000,0.000000,0.000000,-125.950000
915.000000,-68.000000,191.000000,0.000000,0.000000,-148.180000
883.000000,-162.000000,92.000000,0.000000,0.000000,-148.180000
812.000000,-232.000000,135.000000,0.000000,0.000000,-155.350000
732.000000,-291.000000,217.000000,0.000000,0.000000,-176.350000
646.000000,-342.000000,232.000000,0.000000,0.000000,178.050000
555.000000,-384.000000,177.000000,0.000000,0.000000,170.000000
459.000000,-410.000000,92.000000,0.000000,0.000000,144.450000
361.000000,-389.000000,191.000000,0.000000,0.000000,137.970000
266.000000,-359.000000,234.000000,0.000000,0.000000,136.400000
174.000000,-321.000000,208.000000,0.000000,0.000000,133.600000
84.000000,-276.000000,114.000000,0.000000,0.000000,123.100000
3.000000,-218.000000,177.000000,0.000000,0.000000,112.070000
-72.000000,-152.000000,232.000000,0.000000,0.000000,102.270000
-138.000000,-77.000000,217.000000,0.000000,0.000000,102.270000
-197.000000,4.000000,134.000000,0.000000,0.000000,98.250000
-236.000000,95.000000,144.000000,0.000000,0.000000,78.820000
-257.000000,193.000000,221.000000,0.000000,0.000000,73.570000
-267.000000,292.000000,230.000000,0.000000,0.000000,51.350000
-265.000000,392.000000,170.000000,0.000000,0.000000,30.870000
-237.000000,485.000000,92.000000,0.000000,0.000000,13.730000
-155.000000,542.000000,184.000000,0.000000,0.000000,13.730000
-70.000000,593.000000,233.000000,0.000000,0.000000,13.730000
19.000000,640.000000,213.000000,0.000000,0.000000,13.730000
110.000000,682.000000,124.000000,0.000000,0.000000,-0.270000
207.000000,703.000000,119.000000,0.000000,0.000000,-3.430000
307.000000,708.000000,211.000000,0.000000,0.000000,-3.600000
407.000000,711.000000,234.000000,0.000000,0.000000,-3.600000
507.000000,713.000000,188.000000,0.000000,0.000000,-3.600000
583.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
594.000000,713.000000,92.000000,0.000000,0.000000,-3.600000
